place_id,name,address,phone,website,faith_tradition,primary_type,latitude,longitude,rating,review_count,business_status,city,state,zip_code,vertical,created_at,AreaBuilding,AreaBuildingDefinitionCode,Area1stFloor,Area2ndFloor,AreaLotSF,AreaLotAcres,AreaGross,AreaGarage,BasementArea,AtticArea,AtticFlag,Depth,Frontage,ParkingSpaces,MelissaResults,LookupError,FetchedAt,BusinessCoderResults,TotalContacts,BC_CompanyName,BC_MelissaEnterpriseKey,ContactLookupError,Contact1_NameFirst,Contact1_NameLast,Contact1_Gender,Contact1_Title,Contact1_Email,Contact1_ContactPhone,Contact2_NameFirst,Contact2_NameLast,Contact2_Gender,Contact2_Title,Contact2_Email,Contact2_ContactPhone,Contact3_NameFirst,Contact3_NameLast,Contact3_Gender,Contact3_Title,Contact3_Email,Contact3_ContactPhone,Contact4_NameFirst,Contact4_NameLast,Contact4_Gender,Contact4_Title,Contact4_Email,Contact4_ContactPhone,Contact5_NameFirst,Contact5_NameLast,Contact5_Gender,Contact5_Title,Contact5_Email,Contact5_ContactPhone
ChIJP1pwmAoK9YgReCU8iTy68BY,"Congregation Beth Shalom - Atlanta, GA","5303 Winters Chapel Rd, Dunwoody, GA 30360, USA",(770) 399-5300,https://www.bethshalom.net/,Synagogue,synagogue,33.951935,-84.270875,4.8,17,OPERATIONAL,Dunwoody,GA,30360,places_of_worship,2026-05-24 16:33:48,"1,820.00",10,1820,0,250470,5.75,1820,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS04,FS05,GS05",3,"Congregation Beth Shalom - Atlanta, GA",383062895,,Mark,Zimmerman,M,,ravmark@zimmerman.net,,Norman,Rosner,U,Chrm President R And D Sales And Marketing Manager,,7703995300,Zimmerman,Mark,M,Religious Leader,marcus.azimmerman@bshalom.net,7703995300,,,,,,,,,,,,
ChIJIeFz2CrT-YgRJLe5bHg0Vjs,Chabad of Augusta,"3924 Old Furys Ferry Rd, Martinez, GA 30907, USA",(706) 722-7659,https://chabadaugusta.org/,Synagogue,synagogue,33.5428901,-82.0887134,4.9,39,OPERATIONAL,Martinez,GA,30907,places_of_worship,2026-05-24 16:37:14,"1,759.00",20,0,0,119790,2.75,0,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",2,Chabad of Augusta,147209399,,Fischer,Solomon,M,Chief Executive Officer,rabbi@chabadaugusta.org,7067227659,Zalman,Fischer,M,,z.fischer@chabadaugusta.org,,,,,,,,,,,,,,,,,,,
ChIJ_zY-X0KJ8IgRxZlsgNEsqlc,Beth Israel Synagogue,"818 Aimwell Rd, Vidalia, GA 30474, USA",,,Synagogue,synagogue,32.2018451,-82.4022654,5,3,OPERATIONAL,Vidalia,GA,30474,places_of_worship,2026-05-24 17:00:57,"1,600.00",11,1600,0,63162,1.45,0,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS03,FE01,GS05",,Beth Israel Synagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJUeTYGNYH9YgR83woxJGj9vU,Chabad of Toco Hills,"1229 Jody Ln NE, Atlanta, GA 30329, USA",(404) 337-6116,http://www.chabadtoco.com/,Synagogue,synagogue,33.8153923,-84.320516,4.9,11,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:47:30,"1,480.00",10,1480,0,21344,0.49,1480,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,GS05",1,Chabad of TOCO Hills,990025909,,Lalo,Raphael,M,Owner,,4043338347,,,,,,,,,,,,,,,,,,,,,,,,
ChIJsxQ51a6f9YgRN1P1FabfkSo,Congregation Gesher L'Torah,"4320 Kimball Bridge Rd, Alpharetta, GA 30022, USA",(770) 777-4009,http://wearegesher.org/,Synagogue,synagogue,34.054235,-84.2333123,4.8,38,OPERATIONAL,Alpharetta,GA,30022,places_of_worship,2026-05-24 16:34:16,"1,160.00",13,1160,0,65340,1.5,1160,,1160,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,GS05",2,Congregation Gesher L'Torah,233761842,,Fried,Sandy,F,Manager,,,Sandy,Fried,F,,,,,,,,,,,,,,,,,,,,,
ChIJZ6RH2ZtWi4gR59VOXZ7pIlU,Congregation Beth El,"210 Church St, LaGrange, GA 30240, USA",(706) 837-9090,,Synagogue,synagogue,33.0419241,-85.0317297,,,OPERATIONAL,LaGrange,GA,30240,places_of_worship,2026-05-24 16:49:17,888.00,16,0,0,4356,0.1,888,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,FE01,GS05",,Congregation Beth El,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJZXVJUy51YIgRviiGkk5Lpqs,Temple Beth El,"501 Valley Dr, Dalton, GA 30720, USA",,,Synagogue,synagogue,34.7671908,-84.9736048,3.7,3,OPERATIONAL,Dalton,GA,30720,places_of_worship,2026-05-24 16:38:50,528.00,16,0,0,30056,0.69,528,,0,0,,,,,"YS02,YS07,YC01",,2026-05-27 19:45:24,"AS01,AS17,FE01,GS05",,Temple Beth El,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJd762qR0G9YgRu2B3mB_HLaA,Congregation Or VeShalom,"1681 N Druid Hills Rd, Atlanta, GA 30319, USA",(404) 633-1737,http://www.orveshalom.org/,Synagogue,synagogue,33.8434102,-84.3414205,4.9,35,OPERATIONAL,Atlanta,GA,30319,places_of_worship,2026-05-24 16:33:48,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA00,DA30,DA40,FS01,FS02,FS04,FS05,GS05",2,Congregation or Veshalom,976186733,,Hayyim,Kassorla,U,Religious Director,rabbi.kassorla@orveshalom.com,,Ramona,Tarica,F,,ramonatarica@tw-cpa.com,,,,,,,,,,,,,,,,,,,
ChIJjY2TIUQG9YgRKxgZle0lutA,Congregation Beth Jacob,"1855 Lavista Rd, Atlanta, GA 30329, USA",(404) 633-0551,http://www.bethjacobatlanta.org/,Synagogue,synagogue,33.8161198,-84.3258787,4.9,119,OPERATIONAL,Atlanta,GA,30329,places_of_worship,2026-05-24 16:33:48,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA00,DA20,DA30,DA40,FS01,FS04,FS05,FS07,GS05",7,Congregation Beth Jacob,876422021,,Alan,Bell,M,Executive Director,abell@bethjacobatlanta.org,,Gail,Vexler,F,,gvexler@bethjacobatlanta.org,,Ilan,Feldman,U,Rabbi,rabbi@bethjacobatlanta.org,4043200766,Ilan,Feldman,U,Religious Leader,ifeldman@bethjacobatlanta.org,,Mort,Barr,M,Executive Director,mbarr@bethjacobatlanta.org,
ChIJsR0VDSgE9YgRTL_ixWvsNU8,Congregation Anshi S'Fard,"1324 N Highland Ave NE, Atlanta, GA 30306, USA",(404) 969-6763,http://www.anshisfard.org/,Synagogue,synagogue,33.791051,-84.3558891,5,4,OPERATIONAL,Atlanta,GA,30306,places_of_worship,2026-05-24 16:48:08,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,FE01,GS06",,Congregation Anshi S'Fard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJW9gOWyib9YgRg_77HTLlBdg,Congregation Beth Israel / Jewish Community Center / Chabad Forsyth,"795 Brannon Rd, Cumming, GA 30041, USA",(470) 253-7111,http://jewishforsyth.org/,Synagogue,synagogue,34.1504093,-84.1595289,4.7,31,OPERATIONAL,Cumming,GA,30041,places_of_worship,2026-05-24 16:33:57,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS04,GS05",1,Congregation Beth Israel / Jewish Community Cente,387533884,,Levi,Mentz,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJWzHjqvzp8YgRsZ7bfUoKM1E,Fitzgerald Hebrew Congregation,"302 S Lee St, Fitzgerald, GA 31750, USA",(229) 424-9245,,Synagogue,synagogue,31.712289,-83.2556739,4.5,4,OPERATIONAL,Fitzgerald,GA,31750,places_of_worship,2026-05-24 16:59:26,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA20,DA30,FS01,FS02,FS04,GS05",,Fitzgerald Hebrew Congregation,882856850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJxSm9vfKf9YgR3CrrcOs9HXg,Mikvah of Alpharetta,"10180 Jones Bridge Rd, Johns Creek, GA 30022, USA",(770) 664-7721,http://www.chabadnf.org/templates/articlecco_cdo/aid/799165/jewish/Mikvah.htm,Synagogue,synagogue,34.0292031,-84.2502559,5,1,OPERATIONAL,Johns Creek,GA,30022,places_of_worship,2026-05-24 16:34:56,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS04,FS07,GS05",4,Mikvah of Alpharetta,327040014,,Minkowicz,Hirshy,U,Religious Leader,hirshy@chabadnf.org,7704109000,Minkowicz,Rashi,U,Director,rashi@chabadnf.org,7704109000,Rashi,Minkowicz,U,Director,rashi@chabadnf.org,,Sinasohn,Jeannette,F,Director,j.sinasohn@chabadnf.org,7704109000,,,,,,
ChIJI_GkHnvw9IgR2I73YduuOho,Congregation B'nai Israel,"1633 GA-54, Jonesboro, GA 30238, USA",(678) 817-7162,http://www.bnai-israel.net/,Synagogue,synagogue,33.4821202,-84.4037851,4.9,10,OPERATIONAL,Jonesboro,GA,30238,places_of_worship,2026-05-24 16:40:06,,,,,,,,,,,,,,,"YE03,AE02",,2026-05-27 19:45:24,"AE02,FE01",,Congregation B'Nai Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJnxIBsH3-84gR5F7Q1EZSf1A,Congregation Sha'arey Israel,"611 1st St, Macon, GA 31201, USA",(478) 745-4571,https://www.csimacon.org/,Synagogue,synagogue,32.834969,-83.6334097,4.6,16,OPERATIONAL,Macon,GA,31201,places_of_worship,2026-05-24 16:46:27,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",1,Congregation Sha'arey Israel,962553441,,Rubinstein,Aaron,M,Religious Leader,arubinstein@csimacon.org,4787454571,,,,,,,,,,,,,,,,,,,,,,,,
ChIJgR5R49899YgR-0JfV0kJlwE,Congregation Ner Tamid,"1349 Old 41 Hwy NW Suite 220, Marietta, GA 30060, USA",(678) 264-8575,http://mynertamid.info/,Synagogue,synagogue,33.9783239,-84.5625865,4.5,11,OPERATIONAL,Marietta,GA,30060,places_of_worship,2026-05-24 16:35:32,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS04,FS05,FS07,GS05",4,Congregation NER Tamid,318075790,,Gutenstein,Elaine,F,,,6782648575,Huebsch,Bob,M,Director,,6782648575,Meyer,Wendy,F,Director,wendy.meyer@mynertamid.org,6782648575,Segal,Julie,F,,,6782648575,,,,,,
ChIJS3WSPr-kiogRbQK3-qZIKBg,Rodeph Sholom Congregation,"406 E 1st St, Rome, GA 30161, USA",(706) 291-6315,https://www.rodephsholomrome.org/,Synagogue,synagogue,34.2540354,-85.1699873,4.5,2,OPERATIONAL,Rome,GA,30161,places_of_worship,2026-05-24 16:43:03,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",2,Rodeph Sholom Congregation,141856199,,Brant,Jeffrey,M,Executive Officer,j.brant@rodephsholom.org,7062916315,Saulson,Scott,M,Religious Leader,s.saulson@rodephsholom.org,7062916315,,,,,,,,,,,,,,,,,,
ChIJLQdSabMM9YgRv8mR_KUElcA,Temple Beth Tikvah,"9955 Coleman Rd, Roswell, GA 30075, USA",(770) 642-0434,http://www.bethtikvah.com/,Synagogue,synagogue,34.0230194,-84.3674804,4.8,41,OPERATIONAL,Roswell,GA,30075,places_of_worship,2026-05-24 16:37:51,,,,,,,,,,,,,,,YE02,,2026-05-27 19:45:24,"AS01,DA20,DA30,DA40,FS01,FS02,FS04,FS05,FS07,GS05",3,Temple Beth Tikvah,363207226,,Fred,Greene,M,,,7706420434,Graiser,Harlan,M,Chief Executive Officer,graiser@bethtikvah.com,7706420434,Jenifer,Friedman,U,Early Childhood Education Director,preschool@bethtikvah.com,7706420434,,,,,,,,,,,,
