place_id,name,address,phone,website,faith_tradition,primary_type,latitude,longitude,rating,review_count,business_status,city,state,zip_code,vertical,created_at,validation_status,validation_reason,validated_at
ChIJqUJWRael9YgRYEq_axkWts8,"St Stephen the Martyr","5373 Wydella Rd SW, Lilburn, GA 30047, USA","(770) 381-7488",https://www.ststephenthemartyr.info/,Church,church,33.8635144,-84.1434457,4.6,42,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJm1RvZle69YgRHBW7jzK4-64,"Holy Apostles Peter and Paul Orthodox Church","1558 Hewatt Rd SW, Lilburn, GA 30047, USA","(724) 219-5456",http://www.atlantaserbs.com/,Church,church,33.8659085,-84.0553347,4.9,42,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJO8RJy0ak9YgRQdH31732n2I,"CENTRAL BAPTIST CHURCH","795 Dickens Rd NW, Lilburn, GA 30047, USA","(770) 925-3838",https://www.centralbchurch.org/,Church,church,33.8983549,-84.1611625,5.0,18,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJIdVsjHSl9YgRtMwrT5sd0ZI,"All Saints Lilburn","722 Rockbridge Rd, Lilburn, GA 30047, USA","(770) 923-7283",http://allsaintslilburn.org/,Church,church,33.8560072,-84.1392353,4.6,19,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJOadxlWO79YgRQlwdHXz-GoI,"Calvary Chapel Stone Mountain","1969 McDaniels Bridge Rd SW, Lilburn, GA 30047, USA","(770) 736-2828",http://www.calvarycsm.com/,Church,church,33.8444037,-84.0698437,4.7,49,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJdSAwxS-j9YgRPaRr_dhhWJc,"New Gate International Church","P.O. Box 2156, Lilburn, GA 30048, USA","(770) 921-7855",http://www.newgateintl.org/,Church,church,33.8991076,-84.0977231,5.0,5,OPERATIONAL,Lilburn,GA,30048,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJ0SqRMYa69YgRrwe7mIeVfPY,"The Redeemed Christian Church of God Peace Assembly","2158 McDaniel's Bridge Court, Lilburn, GA 30047, USA","(404) 641-9248",https://www.rccgpeaceassemblyga.com/,Church,church,33.8426201,-84.062078,4.8,19,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJR664Yf269YgRkWEqZzjbC5o,"Maranatha Baptist Church","3340 Five Forks Trickum Rd SW, Lilburn, GA 30047, USA","(770) 979-9700",https://maranathalilburn.org/?utm_source=local&utm_medium=organic&utm_campaign=gmb,Church,church,33.8774435,-84.0671051,4.6,14,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJm3ETQJKl9YgRg96UINNR6rI,"Iglesia Alfa y Omega Atl","5343 Lawrenceville Hwy, Lilburn, GA 30047, USA","(678) 668-5061",http://www.iglesiaalfayomegaatl.com/,Church,church,33.8874781,-84.159162,4.9,43,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJ__9vrtq69YgRtu_nLEivXEY,"Kidist Selassie Debre Tsion Mariam Ethiopian Orthodox Tewahedo Church","4057 Darling Ct SW, Lilburn, GA 30047, USA",,https://kedistselassie.org/,Church,church,33.8673978,-84.0901723,5.0,16,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJzYbnXJ2l9YgRewb5_QMM_dc,"Iglesia Pentecostal Puerta de Salvación","700 Indian Trail Lilburn Rd NW, Lilburn, GA 30047, USA",,,Church,church,33.9019722,-84.1483346,5.0,7,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJl-OeTs6l9YgRyJkXfgZJfd0,"One Mission Church (formerly Lilburn Alliance Church)","5915 Lawrenceville Hwy, Tucker, GA 30084, USA","(770) 921-1843",http://onemission.church/,Church,church,33.8746212,-84.1732214,4.8,112,OPERATIONAL,Tucker,GA,30084,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJOyWKuOqk9YgRxgbCkg3GhSk,"Sufficient Grace Tabernacle","4296 Lawrenceville Hwy, Lilburn, GA 30047, USA","(770) 931-8900",,Church,church,33.9011097,-84.1236583,4.7,9,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJ3dcmzPmk9YgR2qSHiHj4qoQ,"First Baptist Church - Lilburn","285 Main St NW, Lilburn, GA 30047, USA","(770) 921-1220",http://www.firstbaptist.net/,Church,church,33.8900334,-84.1411552,4.8,58,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJ7WGTuRul9YgR_MR4lOW-A4c,"Parkview Church","4875 Lilburn Stone Mountain Rd, Lilburn, GA 30047, USA","(770) 279-1929",https://parkviewchurch.net/,Church,church,33.8725594,-84.1299557,4.8,36,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJSd9Dy7al9YgRT1y8UfvkDTc,"International Baptist Church","285 Main St NW, Lilburn, GA 30047, USA",,http://ibiatlanta.org/,Church,church,33.8898903,-84.1414587,5.0,2,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJrQBLZNqk9YgROs-Bi_vFhsk,"Killian Hill Baptist Church","151 Arcado Rd SW, Lilburn, GA 30047, USA","(770) 921-3224",http://www.khbc.org/,Church,church,33.8877969,-84.1130507,4.7,20,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJf3euSRyl9YgRKlfuVUZOjaU,"Restauración Iglesia Cristiana","680 Indian Trail Lilburn Rd NW suite D, Lilburn, GA 30047, USA","(470) 736-0945",,"Association / Organization",association_or_organization,33.901079,-84.1476866,5.0,2,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJ0y5srqGl9YgRVSKDcEbIPkQ,"Greater Atlanta Vedic Temple","492 Harmony Grove Rd, Lilburn, GA 30047, USA","(770) 381-3662",http://www.vedictemple.org/,"Hindu Temple",hindu_temple,33.8608083,-84.1457139,4.8,31,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJq6oajXSl9YgRyQ4Gg7-voqA,"Word of Faith Church","722 Rockbridge Rd, Lilburn, GA 30047, USA","(770) 510-6810",,Church,church,33.8560295,-84.1394353,5.0,1,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJocrBq9-69YgRAuN_gD3d1KM,"Gwinnett Bible Chapel","3819 Five Forks Trickum Rd SW, Lilburn, GA 30047, USA","(678) 230-3246",http://gwinnettbiblechapel.org/,Church,church,33.8753173,-84.0826064,4.8,12,OPERATIONAL,Lilburn,GA,30047,places_of_worship,"2026-05-24 16:34:47",pending,,
ChIJfe9z9wB29YgRLMRXXGjVzZs,"Stonecreek Church","13540 GA-9, Alpharetta, GA 30004, USA","(770) 754-7900",http://stonecreek.church/,Church,church,34.1120679,-84.2726765,4.8,117,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJe4bU_3l09YgRsvlrkbaTh_c,"Restoration Church","410 Rucker Rd, Alpharetta, GA 30004, USA","(770) 751-9697",http://restorationchurch.faith/,Church,church,34.0787381,-84.3495072,4.8,149,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJS8iz3wG14RQRc78x7CKKeZk,"Hamzah Islamic Center","665 Tidwell Rd, Alpharetta, GA 30004, USA","(770) 558-3519",http://www.masjidhamzah.com/,Mosque,mosque,34.1173793,-84.2486425,4.8,239,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJK9N0mpqd9YgRbx4QpOGpjts,"Midway Community Church","3365 Francis Rd, Alpharetta, GA 30004, USA","(770) 754-1555",https://www.midwaycommunitychurch.org/,Church,church,34.1421677,-84.257539,5.0,18,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJRZreHJWd9YgRhIJBTiiy2HU,"Founding Faith Worship Center","1865 Lockeway Dr #601, Alpharetta, GA 30004, USA","(678) 577-9584",http://www.foundingfaith.org/,Church,church,34.1450949,-84.2486994,4.4,8,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJlY77_4x19YgRtgWhxDpUmQ8,"Hanuman Mandir INC","390 Cumming St B, Alpharetta, GA 30004, USA","(770) 475-7701",https://srihanuman.org/,"Hindu Temple",hindu_temple,34.0841874,-84.2779768,4.8,894,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJn7kW83p09YgRMRn4w1ZHzIg,"St. Thomas Aquinas Catholic Church","535 Rucker Rd, Alpharetta, GA 30004, USA","(770) 475-4501",http://www.sta.org/,Church,church,34.076302,-84.346021,4.7,104,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJiV9qsRN09YgRF4Bqd295d5w,"Milton Community Church","12760 Birmingham Hwy, Milton, GA 30004, USA","(770) 475-6111",http://miltoncc.org/,Church,church,34.093577,-84.340759,4.6,28,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJyRKoMtKf9YgRIrSWWsr9KTE,"North Point Community Church","4350 North Point Pkwy, Alpharetta, GA 30022, USA","(678) 892-5000",https://northpoint.org/,Church,church,34.0573275,-84.2598153,4.6,914,OPERATIONAL,Alpharetta,GA,30022,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ7bbj-22e9YgR67qbDpI8Mmc,"Habakkuk Center","1350 Tidwell Dr, Alpharetta, GA 30004, USA","(770) 410-9334",http://www.habakkukchurch.org/,Church,church,34.1090201,-84.2396637,5.0,8,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ89PLtRud9YgRJOaU30zb8FE,"The Feast Church Alpharetta","125 Milton Ave, Alpharetta, GA 30009, USA","(404) 996-9018",http://www.thefeastchurch.com/,Church,church,34.0767211,-84.2992935,5.0,19,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJU3D80Oed9YgRq_MZ_sBBiZ8,"City Church","13695 GA-9 Suite 107, Alpharetta, GA 30004, USA","(678) 890-7068",https://www.citychurchga.com/,Church,church,34.1142949,-84.2683313,5.0,7,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJaaGrDN2f9YgRj9IkDBMAaKc,"Futures Church Alpharetta","12150 Morris Rd, Alpharetta, GA 30005, USA","(678) 879-1600",https://alpharetta.influencers.church/,Church,church,34.0734762,-84.2674989,4.8,60,OPERATIONAL,Alpharetta,GA,30005,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJhSnoxAd29YgRUACdqW96TRM,"St. Aidan's Episcopal Church","13560 Cogburn Rd, Milton, GA 30004, USA","(770) 521-0207",http://www.staidans.org/,Church,church,34.1111351,-84.2791713,4.9,49,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJJZ3jSgmd9YgRXCtUOtTBxl4,"Midway United Methodist Church","5025 Atlanta Hwy, Alpharetta, GA 30004, USA","(770) 475-5230",http://www.midwayumc.org/,Church,church,34.1563169,-84.2428716,4.8,37,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJs-ZLB_6e9YgRIfc2oFs2MvI,"Radiant Church","6455 Shiloh Rd suite d, Alpharetta, GA 30005, USA","(678) 942-1100",http://www.radiantchurchga.com/,Church,church,34.107563,-84.2080111,5.0,26,OPERATIONAL,Alpharetta,GA,30005,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJodndWsCd9YgR0iKi7WRMtZg,"Calvary Chapel Alpharetta","200 James Rd, Alpharetta, GA 30004, USA","(770) 442-8167",http://www.calvaryalpharetta.com/,Church,church,34.127037,-84.2462618,4.8,16,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJYRId6Id19YgRj0sFKmHHSUo,"St James Alpharetta","3000 Webb Bridge Rd, Alpharetta, GA 30009, USA","(678) 762-1543",https://stjamescca.org/,Church,church,34.075898,-84.2722932,4.7,46,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJF3_pNkl09YgRGT1NzzV6lxc,"Alpharetta Church of God","1460 Mid Broadwell Rd, Alpharetta, GA 30004, USA","(770) 475-5788",https://alpharettacog.com/,Church,church,34.0832156,-84.3189286,5.0,4,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJO1GLS_Jz9YgR_Sn12TiEWu8,"Inner Quest Church","12830 New Providence Rd, Alpharetta, GA 30004, USA","(770) 521-2875",http://www.innerquestchurch.org/,Church,church,34.0947021,-84.3623741,4.9,46,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJsbLrmyJ39YgRN-NmJcTCpyQ,"Birmingham United Methodist Church","15770 Birmingham Hwy, Milton, GA 30004, USA","(678) 942-1600",http://birminghamumc.org/?utm_source=GMBSocialClimb&utm_medium=BirminghamUnitedMethodistChurch,Church,church,34.1637181,-84.3363886,4.8,31,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ9YIJmYWd9YgRq0AZSBrYbuc,"Alpharetta SDA Church","375 Fowler Rd, Alpharetta, GA 30004, USA","(678) 904-5009",http://www.alpharettasda.com/,Church,church,34.1481461,-84.2239911,4.9,38,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJb8Xj2Lx19YgR85FjhMFnmaQ,"Alpharetta Methodist Church","69 N Main St, Alpharetta, GA 30009, USA","(770) 475-5576",https://amchurch.com/,Church,church,34.0778652,-84.2938822,4.7,99,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJeQoukeif9YgR2RrkJJMpmxo,"The Church of Jesus Christ of Latter-day Saints","1750 Windward Concourse, Alpharetta, GA 30005, USA","(678) 235-8533",https://local.churchofjesuschrist.org/en/us/ga/alpharetta/1750-windward-concourse?utm_source=gmb&utm_medium=yext&y_source=1_MjM3Mzc4ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Church,church,34.1047099,-84.2386615,5.0,21,OPERATIONAL,Alpharetta,GA,30005,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJPY8Nlhid9YgRKuyaptdpSv8,"ATLANTA HOSANNA TELUGU CHURCH","3315 Francis Rd, Alpharetta, GA 30004, USA","(347) 659-3377",https://www.youtube.com/@ATLANTAHOSANNATELUGUCHURCHUSA,Church,church,34.1430401,-84.2627761,5.0,3,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ8ZjaGACd9YgRg-2jM78d81M,"Alpharetta Bible Church","375 Fowler Rd, Alpharetta, GA 30004, USA","(470) 560-3317",https://alpharettabiblechurch.org/,Church,church,34.1480659,-84.2241493,5.0,11,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJzZ7JrV-d9YgRjkblwlXyK3k,"Daniel Prayer Garden","3430 Land Rd, Alpharetta, GA 30004, USA","(770) 343-9944",https://www.danielprayergarden.org/,Church,church,34.1774168,-84.267445,4.9,43,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ32vOxvt09YgRdiX_8NGe_J0,"Tikvat David Messianic Synagogue","625 Hembree Pkwy, Roswell, GA 30076, USA","(404) 620-0729",http://tikvatdavid.org/,"Place of Worship",place_of_worship,34.0598884,-84.3182844,4.6,30,OPERATIONAL,Roswell,GA,30076,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ2zHURWid9YgRR1j5B3h7CsI,"Abundant Life Church","430 Strickland Rd, Alpharetta, GA 30004, USA","(770) 596-9520",https://abundantlifega.org/,Church,church,34.1202575,-84.2549657,5.0,5,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJT7ZWtvmf9YgRWoZvpl8i_Xc,"Saint Brigid Catholic Church","3400 Old Alabama Rd, Johns Creek, GA 30022, USA","(678) 393-0060",http://www.saintbrigid.org/,Church,church,34.022831,-84.260949,4.8,242,OPERATIONAL,"Johns Creek",GA,30022,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJxyjfMwV29YgRB3nmVh8J9Bo,"Morning Star Chapel","2780 Bethany Bend, Alpharetta, GA 30004, USA","(301) 500-0137",http://www.morningstarchapel.org/,Church,church,34.119747,-84.278018,4.5,11,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ9YIJmYWd9YgRKtn_6k-OdYo,"Community of Christ - Atlanta North","3315 Francis Rd, Milton, GA 30004, USA","(770) 521-1112",http://www.atlantanorth.org/,Church,church,34.1430674,-84.2627441,4.5,2,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJiV9qsRN09YgRjVM-NPH83yI,"Christ Church of India in Atlanta","12760 Birmingham Hwy, Milton, GA 30004, USA",,http://www.christchurchindia.org/,Church,church,34.093647,-84.3411369,5.0,5,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJW8JMBlp39YgRZYBgn4XgVNM,"GracePoint Church At Union Hill","75 Crowe Rd, Alpharetta, GA 30004, USA",,http://www.ourgracepoint.com/,"Association / Organization",association_or_organization,34.1947757,-84.343512,5.0,18,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJV_7sJI519YgRzinM94zj6Ig,"The Parish","201 Vaughan Dr, Alpharetta, GA 30009, USA",,https://parish.community/,Church,church,34.0914911,-84.2931587,4.8,8,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJn7bpwa-f9YgRaRaekYPDttA,"Ashtalakshmi Temple","1350 Tidwell Dr Suite - A, Alpharetta, GA 30004, USA","(770) 685-1389",http://www.ashtalakshmitempleofatlanta.org/,"Hindu Temple",hindu_temple,34.1098451,-84.2401837,4.6,28,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJUywezrWd9YgRrCX7v510KaI,"Vision Baptist Church of South Forsyth","355 Windy Hill Dr, Alpharetta, GA 30004, USA","(770) 881-8205",https://visionbaptist.com/,Church,church,34.1433625,-84.2405447,4.4,78,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJE8mpC6eC9YgR8nn_AWu4-w4,"Macedonia Church","2547 Holbrook Campground Rd, Alpharetta, GA 30004, USA","(770) 601-1263",https://macedoniagmc.com/,Church,church,34.2112674,-84.2687641,5.0,5,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJxSm9vfKf9YgR3CrrcOs9HXg,"Mikvah of Alpharetta","10180 Jones Bridge Rd, Johns Creek, GA 30022, USA","(770) 664-7721",http://www.chabadnf.org/templates/articlecco_cdo/aid/799165/jewish/Mikvah.htm,Synagogue,synagogue,34.0292031,-84.2502559,5.0,1,OPERATIONAL,"Johns Creek",GA,30022,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJLRpVyWx09YgR3tsxywlmPAI,"First Baptist Church Of Alpharetta","44 Academy St, Alpharetta, GA 30009, USA","(770) 475-6556",https://www.firstcity.com/,Church,church,34.0760558,-84.2929323,4.5,63,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJjSfwf5d19YgRH6QTXJYiETo,"Alpharetta Presbyterian Church","180 Academy St, Alpharetta, GA 30009, USA","(770) 751-0033",http://www.alpharettapres.com/,Church,church,34.0756343,-84.2884993,4.6,56,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJzQ3sJnF29YgRvQIelKiUA9E,"Bethany Baptist Church","2475 Bethany Church Rd, Milton, GA 30004, USA","(770) 475-6748",,Church,church,34.1185037,-84.2855832,4.8,4,OPERATIONAL,Milton,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJC47mq1Zz9YgRBVS8DoyDjJc,"Temple Kehillat Chaim","1145 Green St, Roswell, GA 30075, USA","(770) 641-8630",http://www.kehillatchaim.org/,Synagogue,synagogue,34.0297102,-84.3592018,4.9,22,OPERATIONAL,Roswell,GA,30075,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJSyRyEhV09YgRQ17UU1lRKH8,"Kingdom Hall of Jehovah's Witnesses--Crabapple, Roswell English, & Milton Spanish","910 Mayfield Rd, Alpharetta, GA 30009, USA","(770) 442-2862",http://www.jw.org/en/,Church,church,34.0917931,-84.3346287,4.6,54,OPERATIONAL,Alpharetta,GA,30009,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJZ4IA8dOf9YgRd315WQKVRp0,"North Point Ministries, Inc.","4400 North Point Pkwy #100, Alpharetta, GA 30022, USA","(678) 892-5000",https://northpoint.org/,"Association / Organization",association_or_organization,34.0595421,-84.2642701,4.3,33,OPERATIONAL,Alpharetta,GA,30022,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJpSMtN6J19YgRMFfn1jLlTDw,"Free Chapel | Alpharetta Campus","3755 Mansell Rd, Alpharetta, GA 30022, USA","(678) 677-8300",https://freechapel.org/alpharetta,Church,church,34.0366616,-84.2946003,4.6,10,OPERATIONAL,Alpharetta,GA,30022,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJ7zMDZ4Cb9YgRVN3o7K6iFTw,"Joy of All Nations","4755 Kimball Bridge Rd (Worship Center, Alpharetta, GA 30005, USA","(678) 667-1619",http://www.joyofallnations.org/,Church,church,34.0625397,-84.2229395,5.0,14,OPERATIONAL,Alpharetta,GA,30005,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJP_S2es939YgRnNmUoDRgOHU,"Hopewell Baptist Church","15730 Hopewell Rd, Alpharetta, GA 30004, USA","(770) 442-0793",https://www.hopewellbaptistchurchofmilton.org/,Church,church,34.1643602,-84.2840394,4.6,9,OPERATIONAL,Alpharetta,GA,30004,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJPxtauQpz9YgRzF8DtivRSBM,"St. Michael's SSPX Church","715 Hardscrabble Rd, Roswell, GA 30075, USA","(770) 992-8171",https://sspxatlanta.com/,Church,church,34.0663231,-84.3788892,4.8,76,OPERATIONAL,Roswell,GA,30075,places_of_worship,"2026-05-24 16:34:56",pending,,
ChIJx4_wY1cR9YgRSX0QtvXXjcI,"Linked UP Church","4331 Brownsville Rd, Powder Springs, GA 30127, USA","(404) 334-0336",https://linkedup.com/,Church,church,33.8463712,-84.6937595,4.7,182,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJuW5FL94U9YgRmw69hOuvv8s,"Worship With Wonders Church","4665 Macland Rd, Powder Springs, GA 30127, USA","(770) 283-1221",https://www.worshipwithwonders.org/,Church,church,33.9008221,-84.6906847,4.6,283,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJ_TSyBkQ79YgRyIGqKftTjmk,"Westgate Church","3217 New MacLand Rd Suite 90, Powder Springs, GA 30127, USA","(678) 310-7141",http://westgate.church/,Church,church,33.8750964,-84.6753254,5.0,90,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJf6XUVakk9YgRnrWZvUwLQA8,"Spirit Life Church","4889 Hill Rd SW, Powder Springs, GA 30127, USA","(770) 222-2204",http://spiritlifechurch.org/,Church,church,33.8540422,-84.6964175,4.9,52,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJW_6GrsMi9YgRKZw3FnbOoJo,"Refuge Community Church | The Hub West Cobb","4699 Ewing Rd, Austell, GA 30106, USA","(770) 941-2467",https://www.refugeatl.com/,Church,church,33.839396,-84.6343522,4.7,39,OPERATIONAL,Austell,GA,30106,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJuUK5rvU89YgRJKdpvZXY__g,"McEachern Memorial United Methodist Church","4075 Macland Rd, Powder Springs, GA 30127, USA","(770) 943-3008",http://www.mceachernumc.org/,Church,church,33.9015669,-84.6719665,4.8,85,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJzUOduEkj9YgRL2AfoOFaFA0,"Word of Life Church","4144 Old Austell Rd, Powder Springs, GA 30127, USA","(770) 222-3331",http://wlcgeorgia.com/,Church,church,33.8529478,-84.6709262,4.6,12,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJ4-EtiSQ99YgRLGWp-5MGB0U,"JCCI GLORY TABERNACLE","3000 Macedonia Rd, Powder Springs, GA 30127, USA","(470) 584-9342",https://jccigt.org/,"Association / Organization",association_or_organization,33.8745262,-84.6397695,5.0,20,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJL0n9j4459YgRivt5qsuFXRk,"The Intentional Church - Powder Springs, Ga","4110 Austell Powder Springs Rd Suite 155, Powder Springs, GA 30127, USA","(470) 378-8086",https://theintentional.church/,Church,church,33.8533461,-84.6700605,4.9,7,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJTYsnzOU79YgR9XeD8wbMIts,"Mars Hill Community Church","109 Mars Hill Rd, Powder Springs, GA 30127, USA","(678) 797-0814",http://www.marshillcc.com/,Church,church,33.9422789,-84.7049776,4.9,48,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJ9wfDwFIj9YgRXPcIMjg59q4,"First United Methodist Church","4329 Marietta St, Powder Springs, GA 30127, USA","(770) 943-5130",http://powderspringsfumc.org/,Church,church,33.8588712,-84.6801508,4.7,32,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJz6pH2SQ99YgRizmLsmdrwIY,"Jubilee Christian Church International","3000 Macedonia Rd, Powder Springs, GA 30127, USA","(678) 384-0656",https://jccigt.org/,Church,church,33.8745262,-84.6397695,5.0,4,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJ110GNdU99YgRpyMASgmz_X0,"Macland Community Church","3615 Macland Rd, Powder Springs, GA 30127, USA","(770) 863-8622",https://maclandcommunity.church/,Church,church,33.8986179,-84.6584971,5.0,13,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
ChIJe9xsT2cj9YgRLk8hb9Izazw,"Gospel Nation Church","4711 Meadows Rd SW, Powder Springs, GA 30127, USA","(770) 943-9964",http://gospelnationchurch.org/,Church,church,33.8386131,-84.6844493,4.9,50,OPERATIONAL,"Powder Springs",GA,30127,places_of_worship,"2026-05-24 16:35:04",pending,,
